Fecha;Grupo Financiero Galicia;Banco Macro;Pampa Energía;Ternium Argentina;Aluar;Cresud;Supervielle;Central Puerto;Loma Negra;Mirgor;Telecom Argentina;Transportadora Gas del Sur;Grupo Supervielle (VALO);Soc. Comercial del Plata;Edenor;Holcim Argentina;Transener;Molinos Río de la Plata;BYMA;IRSA;ÍNDICE MERVAL
02/01/2025;7730,7060546875;12144,1279296875;4385,0;863,5116577148438;890,3394775390625;1472,5738525390625;3849,40185546875;1820,0;2980,0;26526,1953125;3158,7392578125;7375,67041015625;446,40008544921875;115,4687271118164;2765,0;2230,0;2457,040283203125;4340,41162109375;246,61477661132812;1692,9671630859375;2695646,0
03/01/2025;7883,9794921875;12285,892578125;4445,0;848,1261596679688;887,348388671875;1505,6123046875;3932,977783203125;1895,0;3005,0;26626,013671875;3372,975341796875;7442,80908203125;445,411376953125;120,7878189086914;2635,0;2225,0;2457,040283203125;4562,3642578125;245,18096923828125;1724,65380859375;2728911,0
06/01/2025;8152,2060546875;13065,5712890625;4500,0;832,7406616210938;871,3960571289062;1533,9310302734375;4213,2021484375;1900,0;3060,0;26725,830078125;3343,08203125;7414,03515625;446,40008544921875;121,2310791015625;2610,0;2245,0;2574,248779296875;4562,3642578125;254,26171875;1751,813720703125;2801221,0
07/01/2025;8238,4228515625;12923,8095703125;4555,0;834,663818359375;871,3960571289062;1557,530029296875;4262,36474609375;1920,0;3080,0;26800,69140625;3387,922119140625;7663,40771484375;447,8832092285156;124,99877166748047;2560,0;2250,0;2656,72900390625;4389,734375;249,9603271484375;1702,0205078125;2822175,0
08/01/2025;8123,46875;12923,8095703125;4470,0;830,8174438476562;881,3662719726562;1505,6123046875;4355,77294921875;1875,0;3000,0;26825,64453125;3283,295166015625;7586,677734375;444,91705322265625;123,00411224365234;2290,0;2385,0;2565,566650390625;4258,20703125;246,61477661132812;1706,547119140625;2782477,0
09/01/2025;8276,7421875;13396,3447265625;4575,0;844,27978515625;915,2649536132812;1505,6123046875;4522,92431640625;1870,0;3000,0;27224,912109375;3268,348388671875;7644,22509765625;444,91705322265625;124,5555191040039;2340,0;2440,0;2535,179443359375;4184,22265625;245,6588897705078;1729,180419921875;2829730,0
10/01/2025;8267,1630859375;12923,8095703125;4530,0;866,3964233398438;928,2262573242188;1505,6123046875;4562,25390625;1815,0;3040,0;27324,7265625;3228,490478515625;7337,30517578125;445,9057922363281;121,00944519042969;2235,0;2410,0;2461,38134765625;4069,135986328125;245,6588897705078;1711,0738525390625;2805140,0
13/01/2025;7769,0244140625;12025,99609375;4305,0;839,4718017578125;901,3067016601562;1453,6947021484375;4267,28076171875;1715,0;2790,0;27100,140625;3039,16552734375;6752,2392578125;442,93963623046875;109,70637512207031;2025,0;2295,0;2300,761962890625;3933,498046875;233,949462890625;1665,807373046875;2655179,0
14/01/2025;8075,56982421875;12923,8095703125;4465,0;813,5087890625;870,3990478515625;1482,013427734375;4488,5107421875;1765,0;2860,0;27175,00390625;3173,685791015625;6963,24658203125;446,8944396972656;112,14429473876953;2155,0;2290,0;2322,46728515625;3888,285400390625;235,8612060546875;1661,2806396484375;2733273,0
15/01/2025;8123,46875;12923,8095703125;4420,0;787,5457153320312;835,5032958984375;1444,255126953125;4365,60498046875;1720,0;2765,0;27374,634765625;3074,041015625;6828,96923828125;454,3097229003906;108,48741149902344;2105,0;2265,0;2322,46728515625;4044,474365234375;233,949462890625;1683,9139404296875;2704474,0
16/01/2025;8018,0927734375;12593,037109375;4290,0;769,2754516601562;813,56884765625;1373,458251953125;4208,2861328125;1625,0;2660,0;27025,279296875;2954,46728515625;6589,18798828125;453,3209533691406;103,27912902832031;2000,0;2170,0;2209,599853515625;3867,734130859375;227,25836181640625;1634,1207275390625;2629377,0
17/01/2025;7510,376953125;11647,9677734375;4080,0;765,4290771484375;808,583740234375;1345,1395263671875;3932,977783203125;1530,0;2525,0;26101,9765625;2879,73388671875;6445,31884765625;443,9283752441406;100,17632293701172;1960,0;2105,0;2153,166015625;3703,32470703125;221,2841796875;1588,854248046875;2510886,0
20/01/2025;7636,890625;11600,716796875;4045,0;762,5442504882812;809,5807495117188;1354,5791015625;4041,134521484375;1540,0;2570,0;26700,876953125;2984,36083984375;6416,54541015625;450,3548889160156;105,93867492675781;2005,0;2180,0;2222,623046875;3863,6240234375;227,25836181640625;1584,32763671875;2536837,0
21/01/2025;7875,54296875;12025,99609375;4210,0;751,9667358398438;800,6076049804688;1415,9364013671875;4100,12939453125;1675,0;2700,0;27224,912109375;2974,396240234375;6723,46533203125;452,82672119140625;111,47940063476562;2130,0;2230,0;2300,761962890625;3806,08056640625;238,96778869628906;1674,860595703125;2619719,0
22/01/2025;8123,74365234375;12380,3974609375;4235,0;776,9682006835938;835,5032958984375;1430,095703125;4178,78857421875;1735,0;2805,0;27349,681640625;3064,07666015625;7030,38525390625;454,3097229003906;109,59555053710938;2230,0;2290,0;2305,10302734375;3830,741943359375;247,09271240234375;1674,860595703125;2680946,0
23/01/2025;7971,00439453125;11955,1162109375;4175,0;795,2384643554688;868,4049682617188;1415,9364013671875;4026,385986328125;1670,0;2720,0;27324,7265625;3024,21875;6733,056640625;452,82672119140625;106,7143783569336;2170,0;2225,0;2331,1494140625;3719,765625;248,04856872558594;1670,333984375;2625050,0
24/01/2025;7865,99755859375;11482,58203125;4040,0;784,6609497070312;873,3900756835938;1477,2935791015625;3878,899169921875;1620,0;2745,0;27000,32421875;2904,64501953125;6474,0927734375;445,9057922363281;103,0574951171875;2135,0;2230,0;2335,490478515625;3908,836669921875;248,52651977539062;1697,493896484375;2566082,0
27/01/2025;7290,04638671875;10797,4072265625;3875,0;767,3522338867188;841,4854125976562;1415,9364013671875;3642,920654296875;1550,0;2645,0;26002,16015625;2869,769287109375;6186,35546875;435,02996826171875;100,73040008544922;2115,0;2145,0;2322,46728515625;3690,993896484375;237,29502868652344;1593,380859375;2439099,0
28/01/2025;7443,3193359375;10702,90234375;3800,0;747,1587524414062;818,553955078125;1397,0572509765625;3706,83154296875;1560,0;2650,0;26376,470703125;2934,538330078125;6100,0341796875;434,53564453125;103,27912902832031;2215,0;2090,0;2378,901123046875;3888,285400390625;235,38327026367188;1575,2742919921875;2435629,0
29/01/2025;7749,8662109375;11269,9404296875;4065,0;776,9682006835938;846,4705200195312;1434,8155517578125;3918,22900390625;1660,0;2825,0;26426,380859375;2969,4140625;6483,68408203125;434,53564453125;105,38460540771484;2250,0;2175,0;2465,722412109375;3764,978271484375;236,1001739501953;1602,4342041015625;2545356,0
30/01/2025;7864,81982421875;11435,3291015625;4280,0;805,8160400390625;855,4437255859375;1444,255126953125;3957,558837890625;1720,0;2950,0;27274,8203125;3024,21875;6713,8740234375;431,0751953125;105,93867492675781;2320,0;2200,0;2448,358154296875;3822,521484375;236,81707763671875;1661,2806396484375;2599329,0
31/01/2025;7740,28515625;11293,5673828125;4240,0;821,2015380859375;864,4169311523438;1430,095703125;3893,64794921875;1715,0;2845,0;27100,140625;2904,64501953125;6474,0927734375;423,6599426269531;103,94401550292969;2305,0;2200,0;2417,970703125;3773,19873046875;236,33914184570312;1606,9608154296875;2564659,0
03/02/2025;7433,740234375;10821,0341796875;4080,0;808,7008056640625;853,44970703125;1382,8978271484375;3696,9990234375;1680,0;2820,0;27249,86328125;2829,911376953125;6358,998046875;407,3462829589844;100,17632293701172;2260,0;2185,0;2266,03369140625;3690,993896484375;228,2142333984375;1575,2742919921875;2484136,0
04/02/2025;7548,6953125;10844,6611328125;4150,0;817,3551635742188;856,4407348632812;1448,974853515625;3785,490966796875;1735,0;2935,0;27000,32421875;2849,84033203125;6474,0927734375;399,4366455078125;100,8412094116211;2355,0;2285,0;2331,1494140625;3744,427001953125;231,55978393554688;1575,2742919921875;2523647,0
05/02/2025;7414,5810546875;10655,6474609375;4025,0;795,2384643554688;832,5122680664062;1392,33740234375;3701,915283203125;1700,0;2880,0;26700,876953125;2854,822509765625;6406,9541015625;390,5382995605469;99,8438720703125;2315,0;2210,0;2270,374755859375;3769,08837890625;228,2142333984375;1525,481201171875;2477714,0
06/02/2025;7567,85400390625;11222,6875;4055,0;782,7377319335938;824,5360717773438;1397,0572509765625;3810,072021484375;1680,0;2920,0;26451,333984375;2844,858154296875;6301,4501953125;388,56085205078125;98,95735931396484;2325,0;2175,0;2283,39794921875;3732,096435546875;229,40908813476562;1534,534423828125;2503483,0
07/02/2025;7280,466796875;10655,6474609375;3890,0;773,121826171875;825,5330810546875;1345,1395263671875;3608,507080078125;1620,0;2885,0;26301,609375;2790,053466796875;6052,078125;380,6512145996094;96,74107360839844;2285,0;2130,0;2253,010498046875;3514,253662109375;219,85037231445312;1453,0548095703125;2416382,0
10/02/2025;7184,671875;10632,0205078125;3775,0;779,8529663085938;869,4020385742188;1330,980224609375;3544,59619140625;1595,0;2830,0;26126,9296875;2760,16015625;6052,078125;380,1568908691406;93,63826751708984;2330,0;2170,0;2174,871337890625;3386,83642578125;220,56727600097656;1430,4215087890625;2391368,0
11/02/2025;6705,69287109375;10183,11328125;3650,0;751,9667358398438;818,553955078125;1269,6229248046875;3308,617431640625;1510,0;2685,0;25103,814453125;2545,923828125;5841,0703125;377,68511962890625;88,2083511352539;2210,0;2020,0;2101,0732421875;3234,757568359375;209,09681701660156;1403,2615966796875;2273568,0
12/02/2025;6657,79638671875;10159,486328125;3720,0;741,3892211914062;791,6343994140625;1283,7823486328125;3313,53369140625;1545,0;2720,0;24954,08984375;2610,69287109375;5946,57421875;375,2133483886719;88,651611328125;2290,0;2070,0;2114,096435546875;3267,639404296875;209,09681701660156;1498,3212890625;2285846,0
13/02/2025;6791,91015625;10419,3798828125;3855,0;751,9667358398438;800,6076049804688;1283,7823486328125;3406,94189453125;1580,0;2795,0;24979,04296875;2670,479736328125;6339,8154296875;378,673828125;94,85722351074219;2355,0;2060,0;2170,5302734375;3333,4033203125;215,07101440429688;1525,481201171875;2353744,0
14/02/2025;6811,068359375;10419,3798828125;3940,0;787,5457153320312;817,5569458007812;1297,941650390625;3461,020263671875;1620,0;2850,0;25478,125;2665,49755859375;6349,40673828125;378,673828125;95,85456085205078;2385,0;2020,0;2257,3515625;3427,938720703125;215,5489501953125;1552,64111328125;2387386,0
17/02/2025;6370,40869140625;9946,845703125;3705,0;778,891357421875;808,583740234375;1212,9854736328125;3220,12548828125;1500,0;2620,0;24829,3203125;2506,06591796875;5917,80029296875;373,73028564453125;89,20568084716797;2245,0;1945,0;2096,732177734375;3288,190673828125;205,51229858398438;1457,5814208984375;2254189,0
18/02/2025;6954,76220703125;10655,6474609375;3940,0;787,5457153320312;806,5897216796875;1255,463623046875;3480,685302734375;1625,0;2850,0;25078,861328125;2735,248779296875;6454,91015625;383,6174011230469;89,87056732177734;2375,0;2060,0;2148,824951171875;3493,70263671875;209,813720703125;1566,220947265625;2391725,0
19/02/2025;7002,66064453125;10584,765625;3965,0;784,6609497070312;817,5569458007812;1274,3427734375;3500,35009765625;1610,0;2860,0;25003,99609375;2894,680419921875;6368,5888671875;384,6060485839844;89,64894104003906;2385,0;2045,0;2183,553466796875;3460,820556640625;208,1409454345703;1575,2742919921875;2401580,0
20/02/2025;6973,921875;10679,2734375;3945,0;773,121826171875;811,5748291015625;1250,7437744140625;3500,35009765625;1600,0;2865,0;25078,861328125;2924,573974609375;6531,64013671875;385,1004638671875;89,98138427734375;2310,0;2055,0;2144,48388671875;3436,1591796875;211,48651123046875;1584,32763671875;2410221,0
21/02/2025;6849,38623046875;10372,126953125;3905,0;764,4674682617188;821,5450439453125;1250,7437744140625;3377,444580078125;1570,0;2740,0;24479,9609375;2824,92919921875;6358,998046875;384,1116943359375;87,98672485351562;2255,0;2010,0;2153,166015625;3362,1748046875;222,00108337402344;1548,1143798828125;2364529,0
24/02/2025;6772,74951171875;10135,8603515625;3890,0;742,3507690429688;810,5778198242188;1246,0240478515625;3362,69580078125;1575,0;2815,0;24829,3203125;2914,609375;6291,85888671875;380,1568908691406;86,87858581542969;2210,0;1985,0;2101,0732421875;3275,85986328125;232,2766876220703;1534,534423828125;2348398,0
25/02/2025;6696,11376953125;9923,21875;3775,0;724,0805053710938;802,6016235351562;1212,9854736328125;3234,8740234375;1495,0;2700,0;24779,41015625;2889,6982421875;6052,078125;370,76422119140625;83,2217025756836;2165,0;1905,0;2009,9110107421875;3107,340087890625;224,8686981201172;1475,68798828125;2282899,0
26/02/2025;6839,8076171875;10041,3525390625;3720,0;708,6950073242188;794,62548828125;1203,5458984375;3264,37158203125;1465,0;2690,0;24654,640625;2750,195556640625;5956,16552734375;363,34893798828125;80,5621566772461;2185,0;1865,0;1962,1593017578125;3070,347900390625;223,1959228515625;1471,161376953125;2275037,0
27/02/2025;6533,2607421875;9393,978515625;3610,0;696,1942749023438;772,6910400390625;1198,8260498046875;3126,71728515625;1430,0;2585,0;23955,923828125;2695,390869140625;5879,435546875;344,5634765625;75,68631744384766;2110,0;1715,0;1797,1990966796875;3012,8046875;210,2916717529297;1434,9481201171875;2193657,0
28/02/2025;6638,63623046875;9521,5654296875;3745,0;692,347900390625;756,7387084960938;1212,9854736328125;3161,130859375;1410,0;2515,0;23806,201171875;2695,390869140625;5812,296875;347,5296325683594;75,24305725097656;2080,0;1735,0;1736,4241943359375;2905,9384765625;206,9461212158203;1448,528076171875;2205801,0
05/03/2025;6878,125;9946,845703125;3800,0;716,3877563476562;771,6939697265625;1208,265625;3411,858154296875;1500,0;2660,0;23681,431640625;2800,01806640625;6013,712890625;362,8545837402344;76,68364715576172;2135,0;1805,0;1962,1593017578125;2910,048583984375;227,49734497070312;1493,7945556640625;2290050,0
06/03/2025;6772,74951171875;9781,4599609375;3850,0;730,8116455078125;793,62841796875;1179,9468994140625;3333,198486328125;1500,0;2595,0;23381,982421875;2765,142333984375;5889,02685546875;366,3150329589844;76,7944564819336;2135,0;1805,0;2014,2520751953125;2963,481689453125;229,1701202392578;1471,161376953125;2270181,0
07/03/2025;6744,0107421875;9781,4599609375;3875,0;730,8116455078125;807,5867309570312;1208,265625;3288,95263671875;1495,0;2645,0;23681,431640625;2740,231201171875;5889,02685546875;360,87713623046875;76,68364715576172;2180,0;1755,0;2070,685791015625;3033,355712890625;224,62973022460938;1466,6346435546875;2262289,0
10/03/2025;6341,66943359375;9252,220703125;3670,0;694,2710571289062;787,6463012695312;1184,666748046875;3057,89013671875;1420,0;2540,0;22783,083984375;2635,60400390625;5572,515625;347,5296325683594;72,14024353027344;1975,0;1600,0;1836,2685546875;2852,50537109375;215,3099822998047;1425,8948974609375;2138846,0
11/03/2025;6408,7265625;9450,6865234375;3735,0;694,2710571289062;784,6552734375;1179,9468994140625;3062,806396484375;1430,0;2595,0;23032,623046875;2660,515380859375;5735,56689453125;351,4844665527344;69,59151458740234;1970,0;1620,0;1857,973876953125;2868,9462890625;212,68133544921875;1471,161376953125;2159500,0
12/03/2025;6811,068359375;9828,712890625;3975,0;709,6565551757812;799,610595703125;1203,5458984375;3323,3662109375;1530,0;2625,0;24455,0078125;2710,337646484375;6301,4501953125;355,4393005371094;71,14291381835938;2030,0;1715,0;1931,77197265625;3029,24560546875;214,83206176757812;1557,167724609375;2272937,0
13/03/2025;6772,74951171875;9639,6982421875;3895,0;698,117431640625;785,6522827148438;1212,9854736328125;3180,795654296875;1485,0;2520,0;25927,298828125;2625,6396484375;6023,30419921875;348,5183410644531;68,81581115722656;1955,0;1730,0;1888,361328125;2971,7021484375;210,5306396484375;1462,1080322265625;2232180,0
14/03/2025;7069,716796875;9994,0986328125;4080,0;720,234130859375;802,6016235351562;1269,6229248046875;3456,104248046875;1535,0;2690,0;27549,314453125;2730,2666015625;6512,4580078125;351,4844665527344;72,36187744140625;2045,0;1740,0;1944,795166015625;3058,017333984375;214,1151580810547;1498,3212890625;2335575,0
17/03/2025;7012,23876953125;9852,33984375;4030,0;760,62109375;827,5271606445312;1283,7823486328125;3392,193359375;1535,0;2745,0;27374,634765625;2755,177734375;6541,2314453125;349,5070495605469;75,02142333984375;2075,0;1775,0;1949,13623046875;3214,206298828125;214,83206176757812;1552,64111328125;2346306,0
18/03/2025;6820,64892578125;9592,4443359375;3945,0;762,5442504882812;859,4318237304688;1288,5020751953125;3303,701171875;1510,0;2670,0;27000,32421875;2670,479736328125;6282,26806640625;344,5634765625;72,36187744140625;1990,0;1755,0;1866,656005859375;3074,458251953125;209,09681701660156;1534,534423828125;2288538,0
19/03/2025;7155,93310546875;10088,6044921875;4130,0;779,8529663085938;864,4169311523438;1321,5406494140625;3510,1826171875;1565,0;2900,0;27150,05078125;2755,177734375;6694,69140625;345,0578918457031;75,68631744384766;2085,0;1855,0;1923,08984375;3127,891357421875;212,2034149169922;1561,6943359375;2392030,0
20/03/2025;6964,3408203125;9757,8310546875;4115,0;763,505859375;844,4765014648438;1326,2603759765625;3461,020263671875;1585,0;2810,0;26551,150390625;2785,0712890625;6637,14404296875;341,5973815917969;77,12690734863281;2070,0;1835,0;1884,020263671875;3099,11962890625;207,90199279785156;1557,167724609375;2361583,0
21/03/2025;7222,98876953125;10088,6044921875;4255,0;788,50732421875;848,464599609375;1349,859375;3672,41796875;1625,0;2910,0;26126,9296875;2879,73388671875;6819,3779296875;339,1256408691406;81,78111267089844;2145,0;1865,0;1901,384521484375;3201,87548828125;209,09681701660156;1593,380859375;2433538,0
25/03/2025;7328,3642578125;10419,3798828125;4345,0;776,9682006835938;870,3990478515625;1397,0572509765625;3849,40185546875;1615,0;3025,0;26326,5625;2765,142333984375;7087,9326171875;338,6313171386719;85,77043151855469;2220,0;1900,0;1918,748779296875;3255,30859375;210,2916717529297;1584,32763671875;2487680,0
26/03/2025;7165,5126953125;10206,7412109375;4250,0;752,9283447265625;865,4139404296875;1387,61767578125;3741,2451171875;1575,0;2935,0;25278,4921875;2750,195556640625;7001,611328125;329,7329406738281;83,99739837646484;2155,0;1870,0;1879,67919921875;3251,198486328125;206,46817016601562;1584,32763671875;2439966,0
27/03/2025;7002,66064453125;9852,33984375;4185,0;760,62109375;867,407958984375;1406,496826171875;3588,842041015625;1545,0;2875,0;24954,08984375;2730,2666015625;6982,42919921875;322,3176574707031;83,77577209472656;2075,0;1850,0;1866,656005859375;3341,623779296875;212,44236755371094;1579,8009033203125;2412082,0
28/03/2025;7002,66064453125;9639,6982421875;4145,0;769,2754516601562;870,3990478515625;1411,216552734375;3495,433837890625;1510,0;2845,0;24005,83203125;2715,31982421875;6828,96923828125;315,8911437988281;81,67029571533203;2050,0;1840,0;1827,58642578125;3374,505615234375;213,3982391357422;1552,64111328125;2378563,0
31/03/2025;6858,9658203125;9384,5322265625;4045,0;788,50732421875;878,3751831054688;1373,458251953125;3377,444580078125;1455,0;2920,0;23955,923828125;2660,515380859375;6665,91796875;306,4984436035156;79,6756362915039;2010,0;1815,0;1792,8580322265625;3300,521240234375;213,3982391357422;1539,0611572265625;2338761,0
01/04/2025;6945,1826171875;9521,5654296875;4145,0;758,6978759765625;863,419921875;1392,33740234375;3377,444580078125;1485,0;2915,0;23531,70703125;2725,284423828125;6838,56005859375;304,02667236328125;80,5621566772461;2030,0;1810,0;1792,8580322265625;3251,198486328125;211,00856018066406;1570,7476806640625;2356531,0
03/04/2025;6772,74951171875;9280,572265625;3940,0;723,118896484375;812,5718383789062;1401,7769775390625;3239,790283203125;1460,0;2805,0;24554,822265625;2730,2666015625;6445,31884765625;303,03790283203125;75,57550048828125;1950,0;1735,0;1719,0599365234375;3136,11181640625;207,66302490234375;1552,64111328125;2275659,0
04/04/2025;6169,23828125;8496,1669921875;3660,0;711,5797729492188;790,6373901367188;1326,2603759765625;2895,65478515625;1340,0;2640,0;23257,212890625;2580,799560546875;5984,93896484375;289,1960754394531;68,04010772705078;1780,0;1605,0;1610,533447265625;2844,284912109375;204,55642700195312;1511,9012451171875;2107816,0
07/04/2025;5901,009765625;8269,349609375;3510,0;682,73193359375;784,6552734375;1274,3427734375;2816,995361328125;1295,0;2460,0;22633,359375;2550,906005859375;5687,6103515625;275,3542175292969;65,158935546875;1720,0;1525,0;1467,2784423828125;2696,31640625;204,79541015625;1439,474853515625;2025967,0
08/04/2025;5977,64697265625;8430,0107421875;3425,0;653,8840942382812;756,7387084960938;1217,705322265625;2895,65478515625;1255,0;2355,0;22009,505859375;2605,710693359375;5706,79296875;262,9953918457031;60,94798278808594;1620,0;1440,0;1341,3876953125;2494,91455078125;198,58224487304688;1425,8948974609375;1990621,0
09/04/2025;6686,53515625;9734,205078125;3620,0;689,4630737304688;788,6433715820312;1260,183349609375;3323,3662109375;1370,0;2515,0;23182,349609375;2834,8935546875;6723,46533203125;270,9050598144531;66,04544830322266;1735,0;1545,0;1380,457275390625;2745,63916015625;220,32830810546875;1534,534423828125;2182907,0
10/04/2025;6389,568359375;9223,8681640625;3560,0;715,4261474609375;785,6522827148438;1260,183349609375;3156,214599609375;1360,0;2445,0;21934,646484375;2725,284423828125;6119,216796875;263,984130859375;68,37255859375;1725,0;1520,0;1328,364501953125;2651,103759765625;216,26585388183594;1489,2679443359375;2111490,0
11/04/2025;6916,44384765625;9994,0986328125;3730,0;737,5427856445312;816,5599365234375;1335,699951171875;3446,271728515625;1440,0;2670,0;22907,853515625;2989,343017578125;6406,9541015625;263,4897155761719;69,14825439453125;1930,0;1660,0;1415,1856689453125;2790,851806640625;223,91282653808594;1543,5877685546875;2248803,0
